Time                 p[297735]      p[297738]      p[297740]      p[297743]      p[298073]      p[312768]      p[313164]      p[313898]
7.644000e-01       3492.595743    3353.026554    2972.788251    1815.708542       0.000000       0.000000       0.000000       0.000000
7.650000e-01       3658.285311    3449.625869    3148.628314    1921.768071       0.000000       0.000000       0.000000       0.000000
7.656000e-01       3590.640293    3365.139052    3045.918529    1340.604599       0.000000       0.000000       0.000000       0.000000
7.662000e-01       3670.112099    3470.623684    3302.585314    1641.746572       0.000000       0.000000       0.000000       0.000000
7.668000e-01       3819.639092    3606.863370    3480.230079    1753.615844       0.000000       0.000000       0.000000       0.000000
7.674000e-01       3907.175573    3581.552935    3469.161406    1600.453366       0.000000       0.000000       0.000000       0.000000
7.680000e-01       3602.060263    3367.810372    3303.937361    1353.262603       0.000000       0.000000       0.000000       0.000000
7.686000e-01       3743.389118    3533.625425    3619.589404    1651.147372       0.000000       0.000000       0.000000       0.000000
7.692000e-01       3577.894218    3323.416848    3411.971729     458.868138       0.000000       0.000000       0.000000       0.000000
7.698000e-01       3520.269487    3322.644977    3510.608583     837.124667       0.000000       0.000000       0.000000       0.000000
7.704000e-01       3795.513855    3716.989521    4075.688619    1503.455266       0.000000       0.000000       0.000000       0.000000
7.710000e-01       3464.806987    3382.859181    2980.378285       0.000000       0.000000       0.000000       0.000000       0.000000
7.716000e-01       3304.230326    3347.068910    2990.411136     285.296010       0.000000       0.000000       0.000000       0.000000
7.722000e-01       3032.435140    3375.851183    3004.680995     355.316247       0.000000       0.000000       0.000000       0.000000
7.728000e-01       3165.935903    3587.274243    3397.663382     950.970866       0.000000       0.000000       0.000000       0.000000
7.734000e-01       3013.150709    3447.383203    3245.909825    1066.802792       0.000000       0.000000       0.000000       0.000000
7.740000e-01       2837.518361    3294.672878    3085.671862     926.706572       0.000000       0.000000       0.000000       0.000000
7.746000e-01       2908.838820    3345.614910    3148.913580    1260.744968       0.000000       0.000000       0.000000       0.000000
7.752000e-01       3071.972538    3476.596073    3118.065620     551.943431       0.000000       0.000000       0.000000       0.000000
7.758000e-01       3083.741720    3514.190877    3171.617597     836.442744       0.000000       0.000000       0.000000       0.000000
7.764000e-01       3249.241071    3683.895850    3299.779650    1395.084092       0.000000       0.000000       0.000000       0.000000
7.770000e-01       3341.691727    3787.428510    3366.200760    1743.332534       0.000000       0.000000       0.000000       0.000000
7.776000e-01       3118.984624    3652.183412    3179.355124    1997.963078       0.000000       0.000000       0.000000       0.000000
7.782000e-01       3356.086662    3905.315703    3341.354527    2321.504588       0.000000       0.000000       0.000000       0.000000
7.788000e-01       3015.601602    3425.219691    2709.146323    1672.276020       0.000000       0.000000       0.000000       0.000000
7.794000e-01       3070.227227    1870.463371    2819.532508    2110.284726       0.000000       0.000000       0.000000       0.000000
7.800000e-01       3242.025996    2296.470261    2939.066290    2339.510713       0.000000       0.000000       0.000000       0.000000
7.806000e-01       3179.368709    1982.761748    2441.167960    2158.224544       0.000000       0.000000       0.000000       0.000000
7.812000e-01       3134.590857    2178.957895    2828.802502    2018.636868       0.000000       0.000000       0.000000       0.000000
7.818000e-01       3269.993452    2601.019950    3352.468090    2135.205610       0.000000       0.000000       0.000000       0.000000
7.824000e-01       3315.791959    2817.316199    3540.928137    1973.443721       0.000000       0.000000       0.000000       0.000000
7.830000e-01       3260.742483    2993.115428    3851.106395    2116.365626       0.000000       0.000000       0.000000       0.000000
7.836000e-01       3280.729973    2837.391143    3701.163283       0.000000       0.000000       0.000000       0.000000       0.000000
7.842000e-01       3522.666879    3239.132819    4195.349863     149.804514       0.000000       0.000000       0.000000       0.000000
7.848000e-01       3516.511400    3303.788946    4421.545484     708.290829       0.000000       0.000000       0.000000       0.000000
7.854000e-01       3416.877238    3044.810822    3943.950325     765.939910       0.000000       0.000000       0.000000       0.000000
7.860000e-01       3242.680180    3097.973375    4228.299066     633.324845       0.000000       0.000000       0.000000       0.000000
7.866000e-01       3222.746476    3203.803382    4275.543629    1180.452085       0.000000       0.000000       0.000000       0.000000
7.872000e-01       3161.184509    2957.576343    3736.583858    1262.205521       0.000000       0.000000       0.000000       0.000000
7.878000e-01       3184.778923    3225.422570    4070.012036    1820.917366       0.000000       0.000000       0.000000       0.000000
